,case_id,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,naic_cd,naics_code_description,case_violtn_cnt,cmp_assd_cnt,ee_violtd_cnt,bw_atp_amt,ee_atp_cnt,findings_start_date,findings_end_date,flsa_violtn_cnt,flsa_repeat_violator,flsa_bw_atp_amt,flsa_ee_atp_cnt,flsa_mw_bw_atp_amt,flsa_ot_bw_atp_amt,flsa_15a3_bw_atp_amt,flsa_cmp_assd_amt,sca_violtn_cnt,sca_bw_atp_amt,sca_ee_atp_cnt,mspa_violtn_cnt,mspa_bw_atp_amt,mspa_ee_atp_cnt,mspa_cmp_assd_amt,h1b_violtn_cnt,h1b_bw_atp_amt,h1b_ee_atp_cnt,h1b_cmp_assd_amt,fmla_violtn_cnt,fmla_bw_atp_amt,fmla_ee_atp_cnt,fmla_cmp_assd_amt,flsa_cl_violtn_cnt,flsa_cl_minor_cnt,flsa_cl_cmp_assd_amt,dbra_cl_violtn_cnt,dbra_bw_atp_amt,dbra_ee_atp_cnt,h2a_violtn_cnt,h2a_bw_atp_amt,h2a_ee_atp_cnt,h2a_cmp_assd_amt,flsa_smw14_violtn_cnt,flsa_smw14_bw_amt,flsa_smw14_ee_atp_cnt,cwhssa_violtn_cnt,cwhssa_bw_amt,cwhssa_ee_cnt,osha_violtn_cnt,osha_bw_atp_amt,osha_ee_atp_cnt,osha_cmp_assd_amt,eppa_violtn_cnt,eppa_bw_atp_amt,eppa_ee_cnt,eppa_cmp_assd_amt,h1a_violtn_cnt,h1a_bw_atp_amt,h1a_ee_atp_cnt,h1a_cmp_assd_amt,crew_violtn_cnt,crew_bw_atp_amt,crew_ee_atp_cnt,crew_cmp_assd_amt,ccpa_violtn_cnt,ccpa_bw_atp_amt,ccpa_ee_atp_cnt,flsa_smwpw_violtn_cnt,flsa_smwpw_bw_atp_amt,flsa_smwpw_ee_atp_cnt,flsa_hmwkr_violtn_cnt,flsa_hmwkr_bw_atp_amt,flsa_hmwkr_ee_atp_cnt,flsa_hmwkr_cmp_assd_amt,ca_violtn_cnt,ca_bw_atp_amt,ca_ee_atp_cnt,pca_violtn_cnt,pca_bw_atp_amt,pca_ee_atp_cnt,flsa_smwap_violtn_cnt,flsa_smwap_bw_atp_amt,flsa_smwap_ee_atp_cnt,flsa_smwft_violtn_cnt,flsa_smwft_bw_atp_amt,flsa_smwft_ee_atp_cnt,flsa_smwl_violtn_cnt,flsa_smwl_bw_atp_amt,flsa_smwl_ee_atp_cnt,flsa_smwmg_violtn_cnt,flsa_smwmg_bw_atp_amt,flsa_smwmg_ee_atp_cnt,flsa_smwsl_violtn_cnt,flsa_smwsl_bw_atp_amt,flsa_smwsl_ee_atp_cnt,eev_violtn_cnt,h2b_violtn_cnt,h2b_bw_atp_amt,h2b_ee_atp_cnt,sraw_violtn_cnt,sraw_bw_atp_amt,sraw_ee_atp_cnt,ld_dt
237308,1384119,Careerbuilder.com,"Careerbuilder, LLC",8420 N Bryn Mawr,Chicago,IL,60631,561310,Employment Placement Agencies,676,0,676,522224.1,673,1/1/03,11/20/04,676,,522224.1,673,0,522224.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
237652,1710444,Brazzaz,"Brazzaz, LLC.",539 N. Dearborn,Chicago,IL,60654,722110,Full-Service Restaurants,31,11220,30,4706.47,30,12/1/11,11/24/13,31,R,4706.47,30,216.5,4489.97,0,11220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-06-11 02:22:25.040000 AMERICA/NEW_YORK
237656,1498263,Old Town Pizzeria Pub,"1339 N Wells, Inc.",1339 N Wells,Chicago,IL,60610,722110,Full-Service Restaurants,2,0,1,2881,1,12/28/05,12/26/07,2,,2881,1,0,2881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
237720,1649831,Velasquez and Sons Pulaski,"Advance Brake Tech, Inc.",3611 N. Pulaski Road Unite B,Chicago,IL,60641,81111,Automotive Mechanical and Electrical Repair and Maintenance,16,0,10,40704.3,10,3/23/09,3/22/11,16,,40704.3,10,13420.2,27284.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
237741,1405287,AM Bus Company,"A.M. Bus Company, Inc.",9330 S. Constance Ave.,Chicago,IL,60619,485410,School and Employee Bus Transportation,0,0,1,0,0,4/7/04,4/6/05,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
237743,1405293,Cook County Sheriff's Department,"Sheriff's Office of Cook County, IL",1340 South Michigan,Chicago,IL,60604,9640,Local Police Protection,0,0,1,0,0,12/1/04,3/25/05,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
238013,1410535,City of Chicago Office of Emergency Managemen,City of Chicago Office of Emergency Managemen,"1411 W. Madison St., 4th floor",Chicago,IL,60607,9890,Other Local Governmental Facilities,1,0,1,1140.36,1,1/27/05,4/15/05,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1140.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
238219,1583935,Chicago Transit Authority,Chicago Transit Authority,358 South Kedzie,Chicago,IL,60612,485111,Mixed Mode Transit Systems,1,0,1,1442.25,1,4/13/10,11/19/10,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1442.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
238603,1609999,"Industrial Fence, Inc.","Industrial Fence, Inc.",1300 S. Kilbourn Ave.,Chicago,IL,60623,332323,Ornamental and Architectural Metal Work Manufacturing,0,0,0,0,0,12/1/10,4/24/11,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
238782,1549725,Raymonds Tacos,Raymonds Tacos-Cermak,2653 W. Cermak,Chicago,IL,60608,722211,Limited-Service Restaurants,0,0,0,0,0,7/13/07,7/12/09,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
238827,1585044,Renaissance Park South Nursing Facility,Nu Care Management Corp.,10935 S Halsted,Chicago,IL,60628,6233,Community Care Facilities for the Elderly,34,0,33,5876.73,33,7/18/08,7/19/10,34,,5876.73,33,0,5876.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
238899,1668815,"Piazza Bella Trattoria, Inc.",Taos Inc,2116 W. Roscoe St,Chicago,IL,60618,722110,Full-Service Restaurants,9,0,8,2027.98,8,1/23/11,9/2/12,9,,2027.98,8,0,2027.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
240020,1644706,Yolk River North,"Kpokos Wells II, Inc.",747 N. Wells Street,Chicago,IL,60654,722110,Full-Service Restaurants,16,0,15,46103.68,14,1/31/10,1/29/12,16,,46103.68,14,0,46103.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
240043,1427431,"Marsh USA, Inc","Marsh USA, Inc.",500 W. Monroe,Chicago,IL,60661,5241,Insurance Carriers,0,0,1,0,0,10/5/05,12/5/05,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
240050,1676885,Bienestar Pharmacy,Olympia Fields Pharmacy Inc,966 W 21 Street,Chicago,IL,60608,446110,Pharmacies and Drug Stores,7,0,6,1606.65,6,1/1/11,12/17/12,7,,1606.65,6,0,1606.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
240157,1622722,Metropolitan Water Reclamation District,Metropolitan Water Reclamation District of Gr,100 E. Erie Street,Chicago,IL,60611,9890,Other Local Governmental Facilities,1,0,1,0,0,7/9/10,7/28/11,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
240209,1388084,Teachers Insurance Annuity Association,TIAA,55 East montore Street Suite 4200,Chicago,IL,60603,524210,Insurance Agencies and Brokerages,261,0,261,327168.08,260,2/1/03,3/7/05,261,,327168.08,260,0,327168.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
240292,1407621,Rhodes Cleaners,"Rhodes Cleaners, Inc.",514 E. 79th St.,Chicago,IL,60619,81232,Drycleaning and Laundry Services (except Coin-Operated),4,0,2,274.9,2,1/1/04,9/16/05,4,,274.9,2,153.1,121.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
240602,1745479,Illinois  Pallets Inc.,Illinois Pallet,4800 S  Central,Chicago,IL,60638,321920,Wood Container and Pallet Manufacturing,13,0,11,33759.28,11,11/9/12,11/8/14,13,,33759.28,11,0,33759.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-02-19 01:00:04.033000 AMERICA/NEW_YORK
241106,1571727,Southwest Airlines,"Southwest Airlines, Inc.",5300 South Cicero,Chicago,IL,60638,481111,Scheduled Passenger Air Transportation,0,0,1,0,0,12/23/08,2/26/10,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
241297,1804770,Pilsen's Fitness Center,"World-Gym Bishop, Inc",1822 S Bishop Unit 100,Chicago,IL,60608,71394,Fitness and Recreational Sports Centers,2,0,1,2914.56,1,10/19/14,10/15/16,2,,2914.56,1,0,2914.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-06 11:04:32.000000 -05:00
241313,1811692,Amazon,"Amazon.com.dedc, llc",2801 S. Western Ave,Chicago,IL,60608,45411,Electronic Shopping and Mail-Order Houses,1,0,1,496.63,1,8/1/15,5/1/17,1,,496.63,1,496.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-06 11:04:32.000000 -05:00
241438,1822691,Burger Baron,G&L Restaurant Inc,1381 W. Grand,Chicago,IL,60642,7222,Limited-Service Eating Places,3,0,2,7241.5,2,7/14/15,6/1/17,3,,7241.5,2,0,7241.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-06 11:04:32.000000 -05:00
241546,1594802,Strictly by Hand,"Strictly By Hand Car Wash & Detail Center,Inc",2009 S Wabash Ave,Chicago,IL,60616,811192,Car Washes,0,0,0,0,0,1/12/09,1/3/11,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
241689,1791176,Las Fuentes Restaurant #1 (Halsted St.),"Las Fuentes, Inc.",2558 N. Halsted,Chicago,IL,60614,722110,Full-Service Restaurants,8,1540,7,2713.08,7,8/6/14,7/3/16,8,R,2713.08,7,0,2713.08,0,1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-06 11:04:32.000000 -05:00
241997,1408370,Galilee Medical Center,"Galilee Medical Center, Inc.","4941 N. Kedzie, 3rd floor",Chicago,IL,60625,621111,Offices of Physicians (except Mental Health Specialists),20,0,20,2542.67,20,11/5/03,5/14/05,20,,2542.67,20,0,2542.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
242223,1817122,"Blue Island Wholesale Produce, Inc","Blue Island Wholesale Produce, Inc.",2320 South Blue Island Avenue,Chicago,IL,60608,424480,Fresh Fruit and Vegetable Merchant Wholesalers,2,0,1,9478.6,1,4/11/15,4/8/17,2,,9478.6,1,0,9478.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-06 11:04:32.000000 -05:00
242567,1792939,United Airlines,United Airlines Inc.,233 S Wacker Drive,Chicago,IL,60606,481111,Scheduled Passenger Air Transportation,1,0,1,0,0,2/1/16,1/1/17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-06 11:04:32.000000 -05:00
242866,1829547,McDonald's,"Kyle Enterprises, Inc.",7832 S. Western,Chicago,IL,60620,7221,Full-Service Restaurants,0,0,0,0,0,7/21/15,7/18/17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-06 11:04:32.000000 -05:00
242968,1681729,Neumann Association Family Services,Victor C. Neumann Association,5547 North Ravenswood,Chicago,IL,60640,9180,State Sheltered Workshops,12,0,12,3692.01,12,1/29/11,1/26/13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3692.01,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
242971,1681735,Warren Park Health and Living Center,Warren Park health & Living Center,6700 N. Damen,Chicago,IL,60646,9670,Local Nursing Homes,56,0,55,35908.88,55,1/21/11,1/20/13,56,,35908.88,55,0,35908.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
243072,1794423,Midwest Pallet Supply Company,Midewest Pallet Supply Company,4045 S. Wallace St,Chicago,IL,60606,321920,Wood Container and Pallet Manufacturing,7,0,6,9663.14,6,7/4/14,7/1/16,7,,9663.14,6,0,9663.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-06 11:04:32.000000 -05:00
243210,1820721,Mr. Greek Gyros,"GAKP, Inc.",234 S. Halsted St,Chicago,IL,60661,7222,Limited-Service Eating Places,1,0,0,0,0,6/17/15,6/16/17,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-06 11:04:32.000000 -05:00
243577,1796150,United Airlines,United Airlines Inc.,233 S. Wacker Drive,Chicago,IL,60606,481111,Scheduled Passenger Air Transportation,1,0,1,0,0,9/1/15,1/1/17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-06 11:04:32.000000 -05:00
243598,1807512,Dunkin Donuts,"Sodagar Business, Inc.",2247  N Milwakuee,Chicago,IL,60647,722211,Limited-Service Restaurants,13,0,12,2001,12,12/31/14,12/31/16,13,,2001,12,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-06 11:04:32.000000 -05:00
243608,1807604,Archer Western,Archer Western,929 West Adams Street,Chicago,IL,60607,236210,Industrial Building Construction,0,0,0,0,0,2/1/15,5/30/17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-06 11:04:32.000000 -05:00
244491,1768720,Vander Weele Group LLC,Vander Weele Group LLC,4725 N. Sheridan Rd,Chicago,IL,60640,541199,All Other Legal Services,10,0,5,15704.03,5,9/12/13,9/11/15,2,,511.81,2,0,511.81,0,0,8,15192.22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-06 11:04:32.000000 -05:00
245071,1809076,United Airlines,"United Continental Holdings, Inc.",77 W. Wacker Dr,Chicago,IL,60601,48111,Scheduled Air Transportation,2,0,1,0,0,7/20/16,8/7/17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-06 11:04:32.000000 -05:00
245078,1809127,Heartland Technology Group/Sherman Consulting,Heartland Technology Group LLC,6348 N. Milwaukee #337,Chicago,IL,60646,811212,Computer and Office Machine Repair and Maintenance,18,0,17,12486.65,17,12/21/14,12/20/16,18,,12486.65,17,0,12486.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-06 11:04:32.000000 -05:00
245180,1821343,Zuniga's Plumbing,"Zuniga's Plumbing, Inc.",2536 S. Millard Ave.,Chicago,IL,60623,238220,"Plumbing, Heating, and Air-Conditioning Contractors",0,0,0,0,0,5/11/15,5/7/17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-11-06 11:04:32.000000 -05:00
